student_id,first_name,last_name,email,program_name,year
1,Danielle,Smith,housemelinda@example.org,CS,4
2,Angel,Le,ntucker@example.com,Physics,1
3,Joshua,Maldonado,martinaaron@example.com,Math,4
4,Jeffrey,Herrera,sara74@example.com,DS,1
5,Jill,Adams,smoore@example.org,DS,4
6,Erica,Davidson,rileyamy@example.net,CyberSec,4
7,Patricia,Rodriguez,brian97@example.net,CS,4
8,Christopher,Graham,brianromero@example.org,Math,3
9,Robert,Chavez,larsonemma@example.org,IT,2
10,Anthony,Mckay,kwilson@example.org,CS,3
11,Jeffery,Liu,harveyrobert@example.net,DS,2
12,William,Baker,sarah35@example.org,CyberSec,4
13,Anthony,Mason,randy47@example.com,Physics,3
14,James,White,smithchristine@example.net,Physics,2
15,Debra,Gaines,jonesjason@example.com,Physics,3
16,Amy,Harrell,sarahibarra@example.org,Physics,3
17,Jeffrey,Evans,justin78@example.net,DS,1
18,Bridget,Fowler,cheryl80@example.net,CS,1
19,Lisa,Lynch,sarah12@example.com,Physics,1
20,Adam,Hernandez,prestonjulia@example.org,DS,1
21,Linda,Farmer,juan35@example.org,DS,2
22,Helen,Ryan,william40@example.org,SE,3
23,Matthew,Osborne,ccalderon@example.org,IT,3
24,Eric,Moreno,kellie42@example.net,CyberSec,2
25,Susan,Smith,barnold@example.net,Physics,4
26,Matthew,Nguyen,rodriguezsierra@example.net,Math,3
27,Christopher,Smith,amydavenport@example.net,SE,1
28,Colin,Hickman,russellwilliams@example.com,Physics,4
29,Melanie,Koch,nolanjason@example.org,DS,3
30,Cassandra,Decker,gomezanita@example.com,DS,3
31,Lindsay,Parker,sarayoung@example.org,DS,3
32,Jessica,Brown,nicolejohnson@example.net,IT,3
33,Amanda,Humphrey,kimberly63@example.com,CS,1
34,Teresa,Arroyo,kristinrodriguez@example.org,DS,3
35,Nicholas,Miller,dwalker@example.com,CyberSec,4
36,Andrea,Tucker,lori33@example.org,CS,2
37,Maria,Jones,raymondramirez@example.org,CyberSec,3
38,Christine,Hodges,michael86@example.net,Physics,1
39,Michelle,Cannon,sheila14@example.org,IT,2
40,Barbara,Anderson,benjamin96@example.com,Math,2
41,Janet,Alvarez,samuel81@example.com,IT,4
42,Brandon,Pierce,jonathanfletcher@example.org,Physics,1
43,Jeremy,Baker,michaeljones@example.net,Math,2
44,Keith,Brennan,cindy14@example.net,SE,2
45,Christopher,Henderson,elizabeth56@example.net,CS,4
46,Jesse,Lewis,angela36@example.net,CyberSec,4
47,Craig,Ryan,lbyrd@example.net,DS,1
48,Joshua,Blair,richard04@example.com,CyberSec,1
49,Cynthia,Harris,russellcarpenter@example.net,Math,4
50,Michael,Collins,steven73@example.net,Physics,1
51,Mitchell,Carney,yleon@example.net,Physics,4
52,Jason,Santos,donnacampbell@example.net,IT,2
53,Joseph,Kim,clarence34@example.org,SE,4
54,Sharon,Holmes,dylanwilliams@example.com,DS,2
55,Deborah,Martinez,gibsonolivia@example.net,DS,2
56,Chelsea,Walker,jennifercruz@example.com,CS,3
57,George,Morgan,dylanwatts@example.org,DS,1
58,Jessica,Chapman,zrobinson@example.net,IT,3
59,Frank,Hall,pwilliams@example.org,Physics,3
60,Noah,Robinson,danderson@example.net,Math,4
61,Veronica,Jones,stephanie79@example.net,CyberSec,4
62,Danielle,Welch,jrivas@example.com,Physics,3
63,Angela,Perez,juliawells@example.com,SE,2
64,Gabrielle,Whitehead,maryramirez@example.net,CyberSec,2
65,Megan,Heath,rsims@example.com,SE,2
66,Kimberly,Jones,reevesjimmy@example.com,SE,4
67,Jeremy,Young,patricia12@example.org,CyberSec,2
68,Antonio,Caldwell,patrickhernandez@example.org,SE,1
69,Leslie,Lewis,perrymark@example.com,CS,2
70,Joseph,Anderson,abrown@example.com,DS,1
71,Jason,Walls,gateskathy@example.com,Physics,1
72,Sherri,Duncan,wsmith@example.com,IT,1
73,Nancy,Kennedy,acastaneda@example.net,DS,4
74,Leonard,Mueller,tracynelson@example.com,CS,3
75,Diana,Aguirre,priceelizabeth@example.com,Math,3
76,Randall,Lee,marycalhoun@example.net,DS,2
77,Robin,Davis,meadowsbrittany@example.net,SE,3
78,Stephen,Jordan,millerroy@example.com,IT,1
79,Joseph,Henderson,brentgray@example.org,DS,4
80,John,Owens,wmurphy@example.com,Math,3
81,Anna,Daniel,karen64@example.org,CyberSec,4
82,Jose,Nunez,ismith@example.org,DS,1
83,Brenda,Joyce,jeffrey10@example.org,IT,2
84,Rachael,Garcia,jamessmith@example.org,Physics,3
85,Reginald,Powell,davidcaldwell@example.net,Math,2
86,Jeffrey,Morgan,stevenscott@example.com,Math,2
87,Whitney,Hensley,catherinestuart@example.net,CS,1
88,William,Wright,stricklandfrank@example.com,SE,2
89,Christopher,Lee,lanesarah@example.net,Physics,1
90,Brandon,West,tsanders@example.org,Physics,2
91,Daniel,Henderson,vargasmaria@example.org,DS,3
92,Courtney,Ramirez,terrykevin@example.net,Physics,3
93,Laura,Wright,hoganashlee@example.org,Physics,3
94,Robert,Leblanc,amanda51@example.net,SE,2
95,Bryan,Ramos,alexander67@example.org,CyberSec,4
96,Patrick,Callahan,oyu@example.com,SE,1
97,Wendy,Pierce,ryangross@example.net,IT,2
98,Allison,Williams,christina87@example.com,Math,1
99,Tasha,Kidd,lpetersen@example.com,Math,2
100,Michelle,Huff,melissa14@example.com,CS,4
