student_id,first_name,last_name,email,program_name,year
1,Danielle,Gould,danielle.gould@university.edu,Computer Science,2
2,Angel,Strong,angel.strong@university.edu,Psychology,1
3,Joshua,Warner,joshua.warner@university.edu,Economics,3
4,Jeffrey,Cannon,jeffrey.cannon@university.edu,Biology,3
5,Jill,Johnson,jill.johnson@university.edu,Biology,2
6,Erica,Zavala,erica.zavala@university.edu,History,4
7,Patricia,Dodson,patricia.dodson@university.edu,Computer Science,3
8,Christopher,George,christopher.george@university.edu,Economics,1
9,Robert,Salazar,robert.salazar@university.edu,Mathematics,4
10,Anthony,Miller,anthony.miller@university.edu,Computer Science,1
11,Jeffery,Arnold,jeffery.arnold@university.edu,Chemistry,3
12,William,Potts,william.potts@university.edu,Business,2
13,Anthony,Nelson,anthony.nelson@university.edu,Psychology,3
14,James,Williams,james.williams@university.edu,Psychology,4
15,Debra,Johnson,debra.johnson@university.edu,Psychology,3
16,Amy,Romero,amy.romero@university.edu,Psychology,3
17,Jeffrey,Santos,jeffrey.santos@university.edu,Chemistry,4
18,Bridget,Reynolds,bridget.reynolds@university.edu,Information Technology,3
19,Lisa,Turner,lisa.turner@university.edu,History,4
20,Adam,Horn,adam.horn@university.edu,Biology,2
21,Linda,Mata,linda.mata@university.edu,Chemistry,1
22,Helen,Smith,helen.smith@university.edu,Physics,1
23,Matthew,Brown,matthew.brown@university.edu,Information Technology,3
24,Eric,Ayala,eric.ayala@university.edu,Business,3
25,Susan,Shepherd,susan.shepherd@university.edu,Psychology,1
26,Matthew,Ferguson,matthew.ferguson@university.edu,Economics,1
27,Christopher,Dalton,christopher.dalton@university.edu,Biology,4
28,Colin,Fleming,colin.fleming@university.edu,History,3
29,Melanie,Rojas,melanie.rojas@university.edu,Chemistry,4
30,Cassandra,Tran,cassandra.tran@university.edu,Biology,1
31,Lindsay,Williams,lindsay.williams@university.edu,Biology,1
32,Jessica,Cannon,jessica.cannon@university.edu,Mathematics,2
33,Amanda,Dominguez,amanda.dominguez@university.edu,Computer Science,4
34,Teresa,Jordan,teresa.jordan@university.edu,Chemistry,3
35,Nicholas,Simmons,nicholas.simmons@university.edu,History,4
36,Andrea,Taylor,andrea.taylor@university.edu,Computer Science,2
37,Maria,Kim,maria.kim@university.edu,History,2
38,Christine,Prince,christine.prince@university.edu,History,3
39,Michelle,Haas,michelle.haas@university.edu,Mathematics,4
40,Barbara,Richardson,barbara.richardson@university.edu,Economics,2
41,Janet,Lee,janet.lee@university.edu,Information Technology,3
42,Brandon,Kim,brandon.kim@university.edu,Psychology,4
43,Jeremy,Brown,jeremy.brown@university.edu,Psychology,2
44,Keith,Hall,keith.hall@university.edu,Physics,4
45,Christopher,Chapman,christopher.chapman@university.edu,Computer Science,3
46,Jesse,Perez,jesse.perez@university.edu,Business,4
47,Craig,Burgess,craig.burgess@university.edu,Biology,2
48,Joshua,Beasley,joshua.beasley@university.edu,History,3
49,Cynthia,Mcguire,cynthia.mcguire@university.edu,Economics,2
50,Michael,Bradley,michael.bradley@university.edu,Psychology,3
51,Mitchell,Ritter,mitchell.ritter@university.edu,Psychology,2
52,Jason,Smith,jason.smith@university.edu,Information Technology,3
53,Joseph,Cortez,joseph.cortez@university.edu,Physics,4
54,Sharon,Hess,sharon.hess@university.edu,Biology,2
55,Deborah,Jones,deborah.jones@university.edu,Biology,2
56,Chelsea,Martinez,chelsea.martinez@university.edu,Computer Science,2
57,George,White,george.white@university.edu,Chemistry,3
58,Jessica,Williams,jessica.williams@university.edu,Information Technology,3
59,Frank,Bailey,frank.bailey@university.edu,Psychology,3
60,Noah,Rios,noah.rios@university.edu,Economics,1
61,Veronica,Sanchez,veronica.sanchez@university.edu,Business,1
62,Danielle,Carter,danielle.carter@university.edu,Psychology,1
63,Angela,Obrien,angela.obrien@university.edu,Physics,4
64,Gabrielle,Mendoza,gabrielle.mendoza@university.edu,Business,4
65,Megan,Martinez,megan.martinez@university.edu,Biology,1
66,Kimberly,Jones,kimberly.jones@university.edu,Physics,1
67,Jeremy,Wright,jeremy.wright@university.edu,Business,4
68,Antonio,Stephens,antonio.stephens@university.edu,Physics,3
69,Leslie,Simpson,leslie.simpson@university.edu,Computer Science,2
70,Joseph,Moss,joseph.moss@university.edu,Biology,3
71,Jason,Kelly,jason.kelly@university.edu,Psychology,1
72,Sherri,Herman,sherri.herman@university.edu,Information Technology,1
73,Nancy,Robinson,nancy.robinson@university.edu,Biology,2
74,Leonard,Marquez,leonard.marquez@university.edu,Information Technology,4
75,Diana,Pugh,diana.pugh@university.edu,Economics,4
76,Randall,Deleon,randall.deleon@university.edu,Biology,1
77,Robin,Carter,robin.carter@university.edu,Physics,3
78,Stephen,Valdez,stephen.valdez@university.edu,Mathematics,4
