student_id,first_name,last_name,email,program_name,year
1,Danielle,Garcia,valerieboyd@example.com,CS,4
2,Angel,Jennings,joshua89@example.net,Physics,3
3,Joshua,Stephens,conniesimmons@example.com,Math,3
4,Jeffrey,Levine,comptonshelly@example.net,DS,4
5,Jill,Howard,ufloyd@example.net,DS,1
6,Erica,Sanders,trussell@example.com,CyberSec,4
7,Patricia,Lopez,karenwells@example.org,CS,4
8,Christopher,Martinez,meredith27@example.org,Math,3
9,Robert,Charles,jfaulkner@example.net,IT,3
10,Anthony,Gibson,paulscott@example.com,CS,3
11,Jeffery,Bates,nielsenmelanie@example.org,DS,2
12,William,May,brettbennett@example.net,CyberSec,4
13,Anthony,Harper,russojacob@example.net,Physics,1
14,James,Smith,timothybooth@example.com,Physics,2
15,Debra,Buchanan,susan03@example.org,Physics,3
16,Amy,Sanchez,burgesskaren@example.org,Physics,4
17,Jeffrey,Martinez,randyallen@example.com,DS,2
18,Bridget,Cunningham,oscar85@example.com,CS,2
19,Lisa,Jones,michael77@example.org,Physics,1
20,Adam,Hubbard,ugill@example.org,DS,1
21,Linda,Clark,lawrence09@example.org,DS,1
22,Helen,Robinson,allentran@example.net,SE,1
23,Matthew,Kane,mphillips@example.com,IT,4
24,Eric,Murphy,noahwhitaker@example.com,CyberSec,4
25,Susan,Hernandez,jonathan77@example.com,Physics,4
26,Matthew,Lester,jessicabell@example.org,Math,1
27,Christopher,Smith,iwhite@example.net,SE,1
28,Colin,Garrison,warrenmary@example.org,Physics,2
29,Melanie,Thomas,duranrobert@example.net,DS,3
30,Cassandra,Anderson,carloshernandez@example.org,DS,2
31,Lindsay,King,nbrooks@example.net,DS,2
32,Jessica,Thompson,bhopkins@example.org,IT,1
33,Amanda,Guerrero,hsmith@example.net,CS,3
34,Teresa,Johnson,amanda40@example.net,DS,2
35,Nicholas,Smith,ldrake@example.org,CyberSec,1
36,Andrea,Tyler,warrenjohn@example.net,CS,3
37,Maria,Young,lisa46@example.org,CyberSec,4
38,Christine,Morris,susan79@example.org,Physics,1
39,Michelle,Thompson,kevinclayton@example.org,IT,2
40,Barbara,Williams,davisnicholas@example.net,Math,4
41,Janet,Harmon,abrown@example.net,IT,3
42,Brandon,Fox,christopherbruce@example.net,Physics,4
43,Jeremy,Reese,ariel18@example.org,Math,2
44,Keith,Alvarez,jasonparrish@example.net,SE,2
45,Christopher,Strickland,enelson@example.net,CS,3
46,Jesse,Palmer,rachel90@example.org,CyberSec,1
47,Craig,Rodriguez,alexis39@example.org,DS,1
48,Joshua,Gordon,thickman@example.org,CyberSec,3
49,Cynthia,Dougherty,ashleyatkinson@example.net,Math,3
50,Michael,Williams,patrick21@example.net,Physics,1
51,Mitchell,Logan,brian63@example.org,Physics,3
52,Jason,Camacho,cassie99@example.com,IT,2
53,Joseph,Boyd,anthony47@example.com,SE,3
54,Sharon,Ellis,michaelpugh@example.com,DS,4
55,Deborah,Maynard,eringuerrero@example.org,DS,1
56,Chelsea,Brown,lauren11@example.com,CS,4
57,George,Mendoza,normanbowers@example.org,DS,2
58,Jessica,Morales,gstewart@example.org,IT,4
59,Frank,Parks,hahnsean@example.com,Physics,2
60,Noah,Henry,andersonjacob@example.com,Math,2
61,Veronica,Browning,fgarcia@example.com,CyberSec,4
62,Danielle,Jones,carlsonkristen@example.com,Physics,3
63,Angela,Miller,carterpaul@example.org,SE,1
64,Gabrielle,Franklin,ashleyjackson@example.com,CyberSec,3
65,Megan,Jones,dominicturner@example.com,SE,4
66,Kimberly,Hill,bryanhamilton@example.com,SE,2
67,Jeremy,Schultz,todd15@example.com,CyberSec,4
68,Antonio,Kelley,jennifersimpson@example.net,SE,3
69,Leslie,Nguyen,stephentaylor@example.org,CS,2
70,Joseph,Vang,ncook@example.com,DS,1
71,Jason,Schmidt,scott69@example.org,Physics,3
72,Sherri,Chavez,malik37@example.com,IT,1
73,Nancy,Jacobs,tamaranovak@example.com,DS,4
74,Leonard,Garcia,yfaulkner@example.org,CS,3
75,Diana,Miles,nicholas65@example.org,Math,2
76,Randall,Farrell,brittanygardner@example.net,DS,1
77,Robin,Curtis,bentonsteven@example.net,SE,3
78,Stephen,Mack,samuelcarter@example.net,IT,1
79,Joseph,Le,fuenteslaura@example.com,DS,2
80,John,Lewis,ttaylor@example.org,Math,4
81,Anna,Hayes,donna66@example.org,CyberSec,4
82,Jose,Perez,eewing@example.net,DS,4
83,Brenda,Morgan,sferguson@example.com,IT,4
84,Rachael,Chavez,gibbsmichael@example.net,Physics,3
85,Reginald,Perry,rodriguezjohn@example.net,Math,1
86,Jeffrey,Davis,gabriel90@example.net,Math,4
87,Whitney,Simmons,vrasmussen@example.com,CS,4
88,William,Ortega,smithjonathan@example.net,SE,4
89,Christopher,Brooks,seanmyers@example.net,Physics,3
90,Brandon,Hernandez,michaeljohnson@example.org,Physics,1
91,Daniel,Leblanc,robert11@example.net,DS,3
92,Courtney,Jones,michaelcooper@example.org,Physics,2
93,Laura,Decker,gbailey@example.com,Physics,4
94,Robert,Davis,tflores@example.org,SE,2
95,Bryan,Davis,johnsonmatthew@example.org,CyberSec,2
96,Patrick,Rodgers,sarahyang@example.net,SE,1
97,Wendy,Cain,andrearivera@example.com,IT,4
98,Allison,Hawkins,zhall@example.net,Math,4
99,Tasha,Willis,jacobsandoval@example.com,Math,1
100,Michelle,Hoffman,mclaughlinnicole@example.com,CS,2
101,Alexander,Rivera,tprice@example.org,Physics,2
102,Jennifer,Martinez,joshuapadilla@example.org,IT,2
103,Erin,Gomez,lloydamanda@example.com,Physics,4
104,Amanda,Ortega,james14@example.net,CS,1
105,Joseph,Christensen,orose@example.com,Physics,2
106,Danielle,Parrish,lcarr@example.org,Physics,1
107,Daniel,Griffith,michael79@example.org,Physics,1
108,Ryan,Schmitt,samantha91@example.net,Math,4
109,Shawn,Burke,lawrenceallen@example.org,DS,4
110,Stephanie,Bell,nathanielthomas@example.com,Math,1
111,Nancy,Lane,kcarlson@example.com,IT,3
112,Jose,Lewis,olopez@example.net,Physics,1
113,Vincent,Douglas,angelaburns@example.org,DS,1
114,Guy,Walker,leonardhayes@example.org,DS,2
115,Rita,Rodriguez,stephanie72@example.org,DS,1
116,Monica,Bruce,gmaynard@example.net,DS,2
117,Kenneth,Richardson,fortiz@example.com,CS,4
118,Danielle,Farmer,fburns@example.net,CS,3
119,Chelsea,Andrews,flynnjeffrey@example.org,IT,3
120,Eric,Aguirre,jeffrey42@example.com,CS,2
121,Kathryn,Bruce,hdunn@example.net,DS,1
122,Amber,Villegas,adamsamy@example.com,Math,1
123,Kimberly,Cardenas,wolfscott@example.org,Math,2
124,Alyssa,Austin,pgarcia@example.org,DS,1
125,Aaron,Day,nancy07@example.com,Physics,4
126,Mario,Johnson,michelle17@example.org,DS,4
127,Andrew,Hickman,jasonrojas@example.net,CS,4
